Date,AAPL,ABT,ADBE,AMGN,AMZN,BA,BKNG,BLK,BMY,CAT,COST,CRM,CSCO,CVX,DHR,DIS,FIS,GE,GILD,GOOGL,HON,IBM,INTC,JPM,KO,LIN,LMT,MCD,MDT,META,MMM,MRK,MSFT,NFLX,NKE,NVDA,ORCL,PEP,PFE,PYPL,QCOM,SAP,SBUX,SPGI,T,TSLA,TXN,UNH,V,WMT,ZTS
2014-01-17,426739600,7216400,3314500,4010000,90102000,3382700,610100,1024100,8914500,6833400,2708100,4333300.0,44349100,7199700,3925347,6624800,1426900.0,20290427,11843300,107943948.0,2727799,7996252,111758900,20997900,13992700,1230000,2016300,5975300,6485100,40849200.0,2784168,17563222,46267500,16417100.0,9851800,340400000,14051100,6259600,22790853,,12272700,1204900,12937400,1758000,31672331,138093000.0,6614200,5551300,38344400.0,34322100,2502500.0
2014-01-21,328526800,8229600,3198700,3072700,62442000,3240600,754700,669200,7880000,5544900,2110800,6130800.0,33423000,5602300,7292162,7507100,2048600.0,12506934,13026200,79116804.0,2625215,11585810,42286400,19548300,17579000,771600,2274600,6462700,4484200,48669200.0,3236017,11565204,31567300,25220300.0,13147000,246076000,13540000,4790700,25355656,,8806800,1365300,18774600,826600,38954066,146020500.0,7413800,6379300,19752400.0,26913300,5681900.0
2014-01-22,379985200,12970000,3594000,5086200,41210000,4388700,632200,1001400,6548700,4787300,2501600,3515900.0,30700100,4977500,3872529,6795100,1780100.0,10156273,17385400,62793144.0,2869821,14430721,48749900,15433500,9841700,717800,2646600,4976400,4085200,61352900.0,2534085,11164973,21904300,48342000.0,7424000,337940000,14006300,3920400,23554265,,7242400,4826800,13969400,682800,23053091,105339000.0,9822000,4864700,7254400.0,17561100,5693600.0
2014-01-23,403239200,10207300,2671300,3534800,60508000,4491400,531700,1136500,14121100,5014800,2162300,4875700.0,37013600,6205800,2713359,6280900,2692000.0,12112292,10756500,77886036.0,4382980,7294699,40241000,26234600,14828100,1602000,3944100,7146000,4396000,47951800.0,3253479,16639934,43954000,91280000.0,9505200,185028000,14174200,5429100,26367391,,8078300,2711800,29936000,968300,37685409,118011000.0,8236400,5050300,13662400.0,18018900,3263800.0
2014-01-24,429354800,9167400,2850700,4992900,89168000,5856800,867000,1046400,29291200,8087400,3183100,4803500.0,40917300,7094900,5978853,7334900,2755800.0,19949139,13269300,155544300.0,5268157,7207568,34838700,26833100,16507500,2067100,3496200,6944800,5682400,55200700.0,4516216,19137842,76395500,35466900.0,9212000,246696000,26815600,5906200,38059518,,11916500,2319700,33049000,1703200,43935748,114964500.0,10676700,5523600,16043200.0,27998400,4520900.0
2014-01-27,554878800,9128900,5258000,4125400,78736000,5057800,1203000,1133700,19683300,22202300,3784900,5136700.0,60510000,6179500,5347417,7415100,2005600.0,12634072,13638100,173969856.0,6909388,5448196,32564900,23935000,14601900,2671600,2851400,6607600,4194300,73924100.0,3962109,32490096,44420800,32526900.0,11411600,233812000,19073800,5811000,34880233,,12580700,847000,18207200,1448500,43409061,130746000.0,7360000,4233600,19470800.0,27266100,6934000.0
2014-01-28,1065523200,7608200,3529500,4348600,57890000,4606200,632500,1063700,13141200,9409600,2362100,5534700.0,41431800,4303700,6502421,5508400,863600.0,10521953,10284700,88319592.0,3071212,5578632,32453800,18041000,8915500,1915200,2676000,3682800,4043300,48191200.0,3270103,15801954,36205500,43590400.0,9069200,167996000,13899900,3867800,35917158,,18188900,1482000,11091600,1317400,33705862,91401000.0,6356100,2932700,17852400.0,18070200,4203400.0
2014-01-29,502810000,10404300,3585400,5730400,67646000,15993400,684900,747200,11328500,8145900,2356000,4077800.0,35406500,5522100,5702860,8604800,2440600.0,8269216,10140000,95100804.0,4158513,5199561,27145700,25459000,23776100,2654800,2501000,8013500,5511600,92995600.0,4286464,20274713,52745900,28968100.0,10488800,162944000,16553600,7539700,30796615,,16625000,717700,15959800,2419900,110077095,89032500.0,8619600,6005100,16800000.0,25301100,3152000.0
2014-01-30,678501600,9579800,2768300,3321100,209478000,10406200,791600,689200,7528200,14764700,1625800,5946200.0,42883000,5538700,4923831,7550500,1012300.0,6279519,10162700,203452344.0,3304490,5076970,24610100,17031100,13662000,1806800,1931600,4987400,4705800,150178900.0,4906710,18205646,35036300,18379200.0,10438400,202896000,12975500,4589100,33832873,,17741800,945600,15179800,2289600,38497948,128475000.0,6703000,4254000,20040400.0,20198700,4700400.0
2014-01-31,464797200,10845500,3112900,4934900,323096000,9732700,810700,920100,7725400,9697300,2143600,4612200.0,43325300,15523500,4790670,7748500,2405000.0,8416177,10819500,222429348.0,3887685,5432296,28623300,18174000,16185000,1794200,2618200,5972500,4404000,87794600.0,4443618,17071920,93162300,23625000.0,8652000,335348000,17039700,6728600,43648037,,15420700,1320700,12256600,2434100,45296556,97632000.0,12821700,4291500,24457200.0,31634400,5302200.0
2014-02-03,401464000,12231900,6649100,5046200,205616000,9309600,736600,1583700,10149600,9084100,3111900,5450000.0,60693300,11275300,6284900,11964800,1988400.0,15743847,14336700,182581236.0,4443608,7517393,52868200,28549900,23164900,2278400,2307200,6904700,7089700,74866600.0,5077140,16232053,64063100,20145300.0,9516000,431728000,21272600,7073500,64621372,,15929600,1182200,20311000,3697800,90045902,101473500.0,12669400,4526100,21662400.0,31292100,6569400.0
2014-02-04,376681200,8237400,3593200,5093000,96258000,9304100,553000,918300,7643300,6839700,2529600,5948100.0,46626500,9717200,5104603,11278800,2950600.0,9568409,15478300,112363524.0,4127675,4549891,50816300,20709300,17759700,1354100,2205000,6300400,15925000,45985500.0,8865350,19054631,54697900,18066300.0,7004200,280692000,16228000,5431700,49779050,,11704500,712300,20440800,2887400,47584692,70294500.0,10529900,4646100,14913600.0,23266500,3657300.0
2014-02-05,328344800,7597300,5122600,4332200,88708000,9689100,532300,917900,12439600,5134500,2374200,4860800.0,46291400,10562900,4053450,11573300,3040500.0,8400673,23469100,95684220.0,4482207,4929066,32476200,19491600,13665200,1384600,2728100,4958900,9615200,51685100.0,5932160,25682602,55814400,16762900.0,7366800,214676000,11458400,4829600,39166429,,10481600,1132100,10956000,2094700,39446594,109020000.0,9254300,4394300,13520800.0,14322900,3758700.0
2014-02-06,257765200,9982300,2898200,2737000,66714000,6738800,452200,858300,8135800,6844200,3738900,5180000.0,49584300,7983300,4434334,19821900,2250000.0,9332287,17193800,77786136.0,2291976,4489641,28008400,20881600,22661500,1342400,2073800,5356900,5124700,42086500.0,4578766,12832550,35351800,12852000.0,7358600,168380000,14762200,6113800,24839618,,8178700,734500,13818400,1680700,60006460,87624000.0,4734500,4765600,12721600.0,22059300,3327100.0
2014-02-07,370280400,12028000,4822500,2837900,86610000,8906300,1393400,864900,8543300,9140200,2194100,7537900.0,54109200,7071800,4690688,11480100,3200700.0,7244936,16074200,105342552.0,4400917,4908773,30808400,23388500,20389000,1688800,2072700,6591200,4302300,60704300.0,3902787,15192961,33260500,32921000.0,6747200,157248000,13114700,4553800,29310791,,8891200,475800,14657600,2780600,38621874,133927500.0,6005000,6902900,12537200.0,21862800,4130100.0
2014-02-10,345559200,11207300,2833400,3352500,68994000,8173500,584300,734700,11130500,5933400,1871700,5846400.0,45300500,9251300,4671941,8781600,1619900.0,6886767,10487600,77730192.0,3441897,3703258,24571300,14715200,20877200,1097700,2375000,6968200,3688000,43666100.0,3967610,11118861,26767000,13812400.0,6430400,324372000,10976900,4742000,23811336,,7598300,423400,12944600,1725200,27302204,194560500.0,4666000,7774000,10316800.0,18612300,6339700.0
2014-02-11,282256800,8643000,4648000,2502700,64442000,7874000,544200,763800,10454000,6006100,1768900,6376300.0,45804800,6874700,3750676,8186200,1699700.0,6799755,12608600,81949968.0,3124182,4861076,17911700,18774100,15361300,1225100,2242200,5343500,3407600,45675600.0,3114384,16089525,32141400,13667500.0,8739400,235384000,12066100,5068100,26076382,,8934900,834300,16124000,2188600,34726931,160648500.0,7149900,5543000,9809600.0,19533600,29137200.0
2014-02-12,308100800,8793500,3137800,2187500,131754000,5798800,1145800,659700,8098300,8002000,1737700,4786500.0,69832400,6422100,3115818,6329500,1748300.0,5264106,9490300,68911020.0,2598992,4166218,25874100,13437900,10633400,1013500,1851100,4268900,3032300,47282100.0,2512318,14283926,27051800,15673000.0,6396200,744528000,12343200,4471200,22406459,,11498600,1343100,9956600,1694800,21918423,77605500.0,5041200,4120600,14650800.0,16019400,14394200.0
2014-02-13,307398000,7253200,3606900,2530100,83500000,4203400,1222300,550500,6062500,4387000,1583300,4760400.0,153739400,5061600,3581360,5955400,979500.0,6751721,8964800,73382544.0,2453823,4688172,22922000,16605500,10435600,994300,2461600,3617900,2543900,61911700.0,3409318,10735083,37635500,18700500.0,6161400,902836000,11683200,11197000,19886556,,9047200,657700,8447800,1145200,37154353,120439500.0,5029100,3788000,13158800.0,15750600,7891600.0
2014-02-14,272924400,7253400,6232000,2677100,70404000,4807700,906600,664300,8203900,4145300,1517900,3654800.0,64513500,6776400,3354168,7001100,908300.0,5201612,10425700,87380532.0,2682695,4874255,20539700,13067300,16030100,1241100,2556400,3532900,5154800,36694900.0,3623880,9098631,31407500,11985400.0,6204800,817536000,15641400,13206500,19915962,,8325500,852800,8241000,1305000,24195835,92370000.0,4907400,6848800,12682000.0,14726700,5571100.0
2014-02-18,260251600,6794100,3757900,3082100,99960000,4645300,1111300,513800,7657600,4871700,2056500,3780100.0,31014400,6106600,3501464,6136500,925700.0,6096272,15019700,84271644.0,2455082,4639219,17738100,14983800,46098500,1356300,1985200,5454200,7561500,43809900.0,3440294,11738753,32834000,15507800.0,5935600,428988000,10560300,9800200,20750730,,8850100,1120200,10923400,1592400,29540956,139992000.0,5826100,5538400,13427200.0,17981400,6087800.0
2014-02-19,313768000,7093200,3994300,2779400,83362000,5146600,1065600,592500,8397400,5865200,1802600,4929600.0,29309100,7989900,3868066,7024000,778200.0,7072205,9752400,84059856.0,4474131,4886389,25686000,18669900,26645100,1244900,1762400,4505500,6517500,62087100.0,3252402,10791361,29750400,16031400.0,5401400,450340000,12491400,10353400,29245233,,8527600,1621700,9770600,1273400,25700032,242535000.0,5346600,3926500,9322000.0,24390900,6169900.0
2014-02-20,305858000,8611900,3162200,3020000,69856000,4466400,1719100,606400,12437500,7718400,1837100,5738900.0,26215000,8406900,3540147,5748700,835100.0,6734548,8962700,67963968.0,2410083,5196737,20193800,12457000,22639900,1101900,2112600,2975000,3846200,130928900.0,2578337,10619489,27526100,11965100.0,5581600,398088000,11786000,9580300,23668624,,7194200,808600,8552600,1686300,27127304,270034500.0,5371100,4134000,8810000.0,39237300,4699300.0
2014-02-21,278784800,8335100,3610200,3395000,84200000,5164000,2073200,567600,7107300,5554600,3654300,5516500.0,31483000,9221100,3981141,8252300,807200.0,7750962,11015000,74417508.0,3376026,5961468,30579800,16790100,19419800,1415300,2377600,5284300,5084600,70932400.0,3078863,12226597,38021300,13483400.0,8728600,451052000,13243600,7488400,19468856,,8725000,723400,11288200,1298600,25589213,117282000.0,5669500,4552300,9136000.0,26913000,3235700.0
2014-02-24,288909600,8104600,2811700,2772600,72894000,4635700,825500,635100,6620900,4887800,2281900,5698600.0,41858000,7337900,3965370,6635200,1004200.0,7934021,9098200,66905028.0,3104043,4806684,24145500,16151400,24223500,1602500,2534300,4472200,4390700,76620300.0,2935343,11541100,32085100,26043500.0,11072200,403112000,10388100,7747000,40868850,,9191900,475800,11933800,1765800,44353073,124176000.0,5311800,9559000,10817200.0,21964500,3105500.0
2014-02-25,231952000,7952100,3566400,2416300,74728000,7308800,1215200,716100,7250300,5989200,1920800,4895500.0,45303600,5976100,3951384,6064300,859000.0,6904712,8351300,57490452.0,3404976,4081806,21539100,17991800,22845500,1007000,2278400,4233600,3253500,52077000.0,3424268,8923196,30736500,18700500.0,6844000,242184000,11766400,7509200,28665216,,6974800,1073400,18618400,1400800,54347684,490225500.0,5303900,3761800,11339600.0,28448100,4412600.0
2014-02-26,276217200,8752600,3066500,3895700,72442000,4803600,1097000,681100,5892400,4753900,1924500,7285700.0,43574600,6113800,3979653,5775600,952700.0,6214875,11908500,79208712.0,2748882,3912772,19820200,23661700,18195100,1222800,2691000,4265900,4008400,55322700.0,3314236,10626196,41041800,15010100.0,7917400,360884000,11482900,6586200,26374664,,5545900,714400,19129200,1366300,48646673,369069000.0,4532100,5433200,10413600.0,27066600,3647400.0
2014-02-27,301882000,9189600,4724500,3772900,62098000,4649700,629800,792500,6487400,4337700,1374400,9345800.0,25804000,4922600,3806023,4919800,1341800.0,4760292,11003900,50349600.0,2164848,4003879,20863900,16277500,18423400,965500,3075100,4179600,3500300,41653700.0,3736304,9490164,33903400,10304700.0,6599200,388848000,14055700,7809200,23981978,,9465100,609000,11288200,1019700,72718052,269187000.0,4343500,4227300,8097600.0,16344600,3778000.0
2014-02-28,371968800,8695700,5728600,4853600,77640000,4361400,926400,887400,7802600,5411100,2103000,18892500.0,40863200,6944600,5659713,7030700,1319700.0,6142344,12503600,92451456.0,3368788,4882623,23482700,18599000,15763200,1292200,2232700,5104700,7156700,66783700.0,3802562,12457157,41215000,15751400.0,6875200,321692000,19257800,9870600,29003550,,9451900,1175300,22464800,1575500,57551632,218847000.0,5772900,6176600,14004000.0,22333800,5186800.0
2014-03-03,238781200,11006300,3395000,2503900,55966000,4847100,701400,683400,5198500,4859200,1667000,9303400.0,37292900,6046200,4093919,8449400,840700.0,7138455,12024000,84107808.0,2829123,4131805,25728500,19151000,18683400,936700,1709000,5149300,4802400,56824100.0,3366022,10293246,29717500,13528200.0,6069200,375948000,13293700,5767200,25076663,,11401400,1115600,12248400,2828500,40357771,196339500.0,4679400,3673400,16422800.0,16042800,3534700.0
2014-03-04,259140000,9460200,5425500,2557800,54088000,5422800,670900,732900,11911600,6261300,1808300,7927200.0,35673900,5611500,4759426,8021400,1201500.0,7645045,8220800,58649292.0,4094215,4950718,23661200,17157000,20425200,1462700,1748200,4655200,4331100,42013500.0,8342698,11523703,26802400,12387900.0,5661200,260344000,13682100,7518000,27746655,,13513600,686200,12226200,2677400,37659988,131184000.0,5112200,5164500,14884800.0,22631400,5501800.0
2014-03-05,200062800,8285200,3070100,2478200,76966000,4095200,476900,540400,8941300,5384800,2305700,5464400.0,28203400,6703700,3745319,7709700,1461900.0,6286718,6590400,49362588.0,4425461,3645519,21036200,17761500,14367400,1045700,1889200,3913300,3192600,74567700.0,4247474,9476330,20520100,10868900.0,6733200,241472000,11929200,6398300,23663776,,6774600,1008700,9715600,1663500,31967450,89035500.0,5094800,3917600,11328400.0,16574400,4399200.0
2014-03-06,185488800,6442000,3059200,3067500,58532000,3595900,484500,737400,8018000,6714300,8921900,3958800.0,23567000,5179600,3408474,5774400,1324100.0,7284623,21950000,50673276.0,3925550,3992896,22371700,19420600,14700000,901200,1378300,4362900,4134500,46026500.0,2675213,11114774,23582200,11809000.0,5536400,290144000,13081900,5874500,21629029,,7747100,705500,13762600,1300300,25860103,110416500.0,4803100,4200500,9120400.0,15319800,3617500.0
2014-03-07,220729600,8630700,2500300,7124700,45596000,4297800,562500,760300,5138400,5259200,2905600,11239300.0,33180000,5055600,4196579,7478100,992500.0,5693136,20459900,60543396.0,5045473,4307219,25373400,18602200,17047600,761200,1403500,3724000,4133200,38927000.0,2848154,11144642,26591600,11573800.0,8930800,268452000,13821500,4032200,18561783,,7276900,733500,8386000,969700,35884372,117184500.0,3872400,3434700,8971200.0,15163800,4421500.0
2014-03-10,178584000,5576300,3032800,3786300,42116000,7039200,630400,809800,4327400,4640300,2319100,6012000.0,26163300,6203000,3334529,5209700,779200.0,4645548,8661900,48535416.0,2650179,4802395,24908100,16945200,14540800,790600,1377100,4388900,4343700,59871600.0,2351456,7737594,19006600,15439200.0,5344400,300888000,8670300,4313500,16819100,,7704100,382100,8633800,1437500,33014867,115921500.0,3370300,2986400,7350400.0,14481000,3902900.0
2014-03-11,279224400,5117600,3345000,2655200,44922000,4190000,628100,845800,4736000,5731200,2201800,9907300.0,34642200,6274300,3122811,7171600,1191000.0,5188112,10569900,68451480.0,2566686,4424057,26656800,19420000,13812100,1297900,1738200,16354400,5143800,59408300.0,2306964,11408004,25216400,10448200.0,4906600,297220000,12841500,5837300,25470648,,8272900,914700,18344400,1774100,27448638,132151500.0,4978200,3471200,11062800.0,27016800,2641400.0
2014-03-12,199326400,6933000,2433600,2761100,44332000,5040100,633900,555100,7807300,4448600,2173400,5573400.0,31854300,6812900,3241837,6378300,1170400.0,4896068,9671400,78493428.0,2778881,5055318,21244800,17932100,15673700,1652200,1503100,6701700,4259700,46340500.0,3153852,9954218,30494100,12134500.0,4296800,239428000,13226200,5674500,34273445,,6897300,981900,10394600,1600800,33132306,146316000.0,9523400,2875400,9394800.0,25882800,4363300.0
2014-03-13,257742800,6964500,2870900,2436800,136580000,6071200,967200,1027800,8184300,8434600,2519600,9256600.0,42144400,5405100,3704553,8570600,1600800.0,7901011,10600700,93730176.0,3705698,5139207,26243300,17192500,18302800,1657600,1404600,5480200,3963700,57091000.0,3014757,10605760,32169700,11390400.0,8400400,385172000,15361200,6119000,48374068,,8956100,1502700,11380800,1472600,28741922,93544500.0,9890400,3178600,11996400.0,17473500,4090900.0
2014-03-14,237199200,7736000,3006600,2213600,88044000,5698400,865000,718100,8054500,5002000,2290000,6782900.0,38256700,6280000,4139297,7754700,1787500.0,6147456,18775000,91664244.0,3445359,5742854,21807200,18635800,14687200,1426100,1386100,5510700,4333000,48227000.0,3558220,12699454,27195600,14989100.0,6086000,460048000,14308300,7763000,28576680,,10508000,1764900,8962600,2149400,29616026,124345500.0,10047300,5128700,13692000.0,19857000,4021900.0
2014-03-17,199544800,5768900,3932400,2574100,46060000,4380500,900600,746400,7305600,4697200,2189200,6285200.0,33221900,5894500,3689526,7280700,1456500.0,9517913,14099000,86397516.0,3268827,5165253,18525800,13581400,19203000,983900,1466300,5554300,3577000,52197000.0,3025162,9965851,20479600,10695300.0,8577600,299656000,14981300,7762000,22412467,,13851500,1281300,11019800,1919300,31226408,88689000.0,5894500,3517900,8800000.0,17341200,3837100.0
2014-03-18,209647200,5534300,11438500,3255600,49670000,4151600,566700,410000,5307000,4921300,2501000,6019300.0,45849600,6329600,2099926,5395900,923500.0,4963049,10327000,72527400.0,2433999,4143520,26344000,12554800,16880400,1162100,1652400,3269500,3612300,40827000.0,2431229,7410303,64063900,14688100.0,8245400,293904000,29707200,3488300,24326742,,7932100,681900,5997600,1728700,34421617,93634500.0,4093400,3670800,8304800.0,11831400,5453400.0
2014-03-19,224756000,8679100,7683100,2599500,52934000,6673000,708400,668400,6698000,5109200,1635600,4918600.0,32674300,5569600,2811407,6403200,902000.0,7354671,11155700,64451484.0,2495779,4522799,34229400,21450700,20882200,1629800,2068200,5556900,3510700,43981000.0,2560636,10530723,35597200,10531500.0,5970400,366168000,45154900,5106000,24329482,,7808200,1578700,24983200,3730600,42107702,76069500.0,5830900,9060100,7888800.0,17283300,5692400.0
2014-03-20,208398400,11396600,5280200,2311200,51170000,4601700,636200,646000,10382300,4396000,1408200,4708400.0,34952800,5280600,2355833,5968200,986400.0,7451803,12148300,67320612.0,2505954,5295480,37009100,33736500,13228000,952300,3228500,4242600,2891600,44439000.0,3082690,8866918,59269800,14494900.0,12440600,191800000,18960200,3241100,23921373,,10264100,607600,13851400,2532400,82903452,57268500.0,7694600,7786500,11890000.0,25912500,3672400.0
2014-03-21,374046400,21663000,5477200,7101100,108282000,7973600,1170000,1333100,17004800,8339700,4442300,10227600.0,97372900,14893600,6116329,7840900,2529300.0,11509571,36979700,128211660.0,5034249,13111819,56861900,35144100,19189100,2424800,4247800,12625800,7155000,59999900.0,7080798,24549295,80721800,26770800.0,31767000,566116000,33897900,9206700,65473215,,27473300,984500,18034400,3329600,67527575,123253500.0,21693300,11828100,38092400.0,51480600,9668600.0
2014-03-24,355700800,11078000,5905700,4448100,97470000,4472500,1436700,882900,19823900,4808600,2501700,6299000.0,32782100,5386900,2495094,7642900,911400.0,6499115,29285300,121362516.0,3875727,6002471,36950600,25810500,15693000,872100,1997300,6393000,4424900,85696000.0,3341146,16244838,46098400,42483700.0,9999000,306096000,22539000,5253600,44062681,,11314000,783900,10018800,2173200,71237555,169932000.0,6884000,5306200,18228400.0,21838500,4632800.0
2014-03-25,282293200,8209600,4245500,3863700,88914000,3225100,1418700,907700,8380700,9070400,2199400,7581100.0,53374300,5573000,2625726,6692400,1025200.0,6500763,19176900,96311592.0,2483088,11414684,32317400,24053500,16898900,1110700,2099700,4929800,2971700,68786000.0,3465530,14793254,43193100,30356900.0,10527000,304424000,19750600,4170500,22278398,,8131800,709700,10568200,1670000,44232854,117981000.0,6606500,4588800,11675200.0,22146600,3182000.0
2014-03-26,299768000,8174800,4714000,3843800,82414000,3091200,1065800,963100,16144700,5610200,1905900,6485400.0,67098900,5971600,4485665,6750800,1057700.0,6641735,15708700,103096800.0,3385151,7166878,26442800,22745200,15835500,1269100,1299200,4127000,4136700,97503900.0,2773404,13701133,41977500,27152300.0,8537600,557756000,31357500,6388200,33284793,,14202600,1415000,8371200,2983000,51099118,103609500.0,6824900,6910000,10657200.0,23183400,3914800.0
2014-03-27,222031600,7404100,5556700,4553400,115328000,3106000,1630100,665200,8062300,4947700,2039500,6206100.0,52152300,5224600,5040626,9194700,1454600.0,6183993,17749700,152735112.0,3480078,7079014,27201100,24632600,13031500,1225700,1857000,3756000,4886500,112650000.0,2873390,11657742,35369200,28672000.0,8158600,540728000,26283600,4352000,29242176,,10373200,2055300,12675600,2202300,44198695,142435500.0,4935700,5453900,10489600.0,16789800,2984200.0
2014-03-28,200564000,6251400,4019800,3246000,79736000,2863500,1164800,701500,6318800,5821500,2795500,5109500.0,49289400,5875100,3006313,5281700,1124600.0,6195470,29246100,90265644.0,2595321,5433342,22884500,14708700,11502100,1243600,1191800,4344100,7155800,67052000.0,2280174,9390394,43472700,24699500.0,5987000,398820000,18405100,4078100,23156275,,8550900,707900,6582800,2676200,32762777,145272000.0,4329500,4787400,14950000.0,17613300,6398900.0
2014-03-31,168669200,8038000,3213900,4761200,85950000,2962000,776700,652100,6768900,5772600,2119500,6520600.0,32887800,5482700,3166404,6848800,1947500.0,6695737,18594900,77614308.0,3493294,8930016,29336300,15216700,24489800,1208000,1458700,4853300,7741700,53011000.0,3243313,14861898,46886300,22125600.0,6356600,273404000,48340300,6620900,19470753,,7769900,675200,7721800,1758900,40364126,125700000.0,4650500,3513700,11639200.0,14086800,8689200.0
2014-04-01,200760000,5631200,3398400,3163600,72002000,3952800,1210600,758300,7330100,4814300,2566200,5356600.0,80106400,5391400,3454895,6555000,1041600.0,5946035,19497100,87152760.0,2349876,5642229,23778700,14584400,20515700,905000,981900,4494000,4626600,59291000.0,2835477,8085739,32605000,21338800.0,7399400,656272000,35431800,4676800,23015776,,10588800,957700,8740800,1669400,38096379,110571000.0,6467800,4339800,9090400.0,17310000,3658000.0
2014-04-02,180420800,6340700,2587000,2892900,89510000,2935200,1018000,586400,7908100,9358300,3296800,4799700.0,38363700,4505600,3431536,6073500,1206600.0,5509451,15992800,83360556.0,3023382,5150609,22464700,14012200,15709100,974200,1050300,3701200,4945800,66277000.0,3924554,7398880,28666700,24194100.0,7614600,239948000,22754900,4919200,22782632,,7410400,1353300,8304400,1702400,37186923,161734500.0,5153900,3832100,9344800.0,18234300,2341200.0
2014-04-03,162344000,6029600,6984500,3036300,127986000,3303500,1061200,554500,7853200,8230200,2328900,6053200.0,30311200,4446400,3224727,4930100,1064100.0,4644693,15989400,80366000.0,2434943,4279291,38581300,11925200,18114000,959900,1254600,2575700,4971800,83859000.0,3200735,8712129,30139600,21983500.0,8255000,599548000,22497000,3362700,21117944,,8723900,540200,7165400,1154200,33626820,163855500.0,2626800,4214700,14210400.0,18121500,2896500.0
2014-04-04,275251200,7367600,6157100,5017400,250692000,4156600,2047200,875800,8435800,4889200,2716200,6496700.0,49382300,5301300,3852741,8894400,1266000.0,6915229,19387500,107274000.0,3489518,6370035,47918000,16966900,15453600,851800,1622500,5409000,5273600,125214400.0,3271419,10912614,51409600,34958000.0,9720200,368032000,23836200,4404100,27693323,,11250700,1200300,11708600,1257500,38859665,170184000.0,7418800,4788100,24449200.0,20280600,4963400.0
2014-04-07,289850400,5892800,6271100,4813100,141548000,3753600,1752800,833300,7978700,5215100,3119400,6017700.0,55317100,5241300,3360417,9000800,3280700.0,6351444,16037200,79232000.0,2965167,7050563,49813500,18685700,17295700,1107600,1315200,5994600,5609000,108488000.0,3357770,11974762,37559600,37351300.0,13853800,428576000,27311900,8976500,57529955,,10082600,998100,11089800,1850300,43259449,147832500.0,7278000,5286700,40124000.0,23027100,4073700.0
2014-04-08,243888400,9560100,6710000,4181300,131552000,4122200,1303100,831200,11008400,6626900,3863900,8810300.0,37373900,4706100,3499976,7085100,1267700.0,5616328,25269000,69650000.0,2176701,5360750,56699500,16956500,14769900,1648800,1782800,5579500,4307800,78836000.0,3460746,11283606,35918600,25761400.0,12659600,470692000,22197600,6552700,36439626,,9079100,760600,10660800,2033400,38782211,103339500.0,6590100,4044900,21745600.0,22496100,4744600.0
2014-04-09,206169600,13694800,6427400,3441800,101132000,3689900,1487500,569900,9238200,4062000,2899600,7376700.0,37888600,5376500,4574637,7004800,1094200.0,5253590,20688600,60632000.0,2879891,5732185,34481800,15308400,12031400,1259100,1124300,3669500,5252400,100215000.0,3195592,16881708,27398700,20511400.0,7078400,421968000,20314000,4926400,40776098,,8468500,1479500,9055600,1588800,40372732,77368500.0,4638900,3308900,19142800.0,20633400,3631300.0
2014-04-10,239652000,9788100,5648500,6201000,122534000,3956900,1558400,875600,9566600,4538900,3305100,10912100.0,53927000,8769200,3601000,10160200,877600.0,7573119,43152600,65890000.0,2662137,8805123,40478200,29977200,21025700,1250800,1499300,8873000,5712600,114988000.0,3417211,18883388,45960800,24871000.0,8376600,372748000,26397800,7665500,32088714,,10322000,1044300,13375400,1264200,46902170,108172500.0,8497300,4850000,20403600.0,22798800,5372600.0
2014-04-11,271717600,10490300,5930700,7262400,145750000,3854600,1610700,929600,8079200,5363900,3097800,6425100.0,47253900,7028800,4070262,9204100,1474200.0,7787248,35988700,63494000.0,2885135,5057410,36121100,47241300,18084200,1474500,2024200,6553600,4727200,91452000.0,2832367,14286022,34330200,30146200.0,8698000,353112000,18655800,6703700,43025439,,9288900,708000,16367200,1281800,45746318,136008000.0,8361500,3418700,29939600.0,23937000,3185500.0
2014-04-14,205674000,12726800,3234000,5428500,85870000,3086300,976500,729100,10249400,4114100,2519000,4860500.0,35804300,6817700,6661173,5964700,1220300.0,5230533,17988000,50824000.0,2034888,5680931,26957900,31081500,19389800,1222200,1356100,6155900,10496000,72325000.0,2461488,11304776,32006600,17994200.0,7264800,290184000,16022000,4617800,30390825,,8170500,837400,12175400,1923700,20464538,115545000.0,5175100,4013700,20925600.0,16127700,2559900.0
2014-04-15,266490000,10725400,3598600,4750200,107972000,2746900,1028800,633500,13265000,6317900,2123700,6137700.0,29845400,7681900,5692148,6398700,1968700.0,6319811,21802600,79956000.0,3747026,5597460,45074400,26691400,47529200,1610400,1160500,5882400,6820300,108623000.0,2534324,11677759,33968700,30799300.0,7777400,304636000,14553400,5673800,31703371,,8785700,1196700,15461800,1211900,35065213,204889500.0,6506100,4719100,19214000.0,20785800,3231600.0
2014-04-16,214765600,10953300,3370600,3451000,85698000,2826100,1412500,1089800,7649900,3801400,2455000,4516800.0,31451900,7277000,6062469,5958800,1299200.0,6989471,17266400,91644000.0,3632275,8919556,59033600,27049400,21919900,941200,1167900,3532700,5001000,78774000.0,2553699,10098004,30615800,16114700.0,4611200,235136000,13614800,5578400,31097005,,7286100,1072500,11277400,1002900,32063176,108033000.0,8908100,8098100,15832800.0,15110400,4220000.0
